OTHER,T_NAMEC,CC_NAMEC,JUDGE_NAMEC,TTAS_DEGREE,NHI_DEGREE
P130805,P13一般和其他,P1308低血糖,血行動力循環不足,2,2
P130807,P13一般和其他,P1308低血糖,年齡<3M，體溫>38℃或<36℃,2,2
P130810,P13一般和其他,P1308低血糖,<60mg/dl，伴隨任一症狀(混亂、冒汗、虛弱、顫抖),2,2
P130808,P13一般和其他,P1308低血糖,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P130811,P13一般和其他,P1308低血糖,輕度呼吸窘迫(92-94%),3,3
P130812,P13一般和其他,P1308低血糖,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P130814,P13一般和其他,P1308低血糖,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P130815,P13一般和其他,P1308低血糖,<60mg/dl，無症狀,3,3
P130901,P13一般和其他,P1309換藥,輕度呼吸窘迫(92-94%),3,3
P130902,P13一般和其他,P1309換藥,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P130903,P13一般和其他,P1309換藥,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P130905,P13一般和其他,P1309換藥,中度疼痛(4-7),3,3
P130906,P13一般和其他,P1309換藥,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P130907,P13一般和其他,P1309換藥,輕度疼痛(<4),4,4
P130908,P13一般和其他,P1309換藥,單純換藥，生命徵象正常，無發燒，無疼痛不適,5,5
P131001,P13一般和其他,P1310拆線,輕度呼吸窘迫(92-94%),3,3
P131003,P13一般和其他,P1310拆線,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P131004,P13一般和其他,P1310拆線,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P131005,P13一般和其他,P1310拆線,中度疼痛(4-7),3,3
P131007,P13一般和其他,P1310拆線,輕度疼痛(<4),4,4
P131008,P13一般和其他,P1310拆線,單純拆線，生命徵象正常，無發燒，無疼痛不適,5,5
P131101,P13一般和其他,P1311影像檢查,影像檢查，生命徵象正常，無發燒，無疼痛不適,5,5
P131201,P13一般和其他,P1312醫療裝置問題,重度呼吸窘迫(<90%),1,1
P131202,P13一般和其他,P1312醫療裝置問題,休克,1,1
P131203,P13一般和其他,P1312醫療裝置問題,無意識(GCS3-8),1,1
P131204,P13一般和其他,P1312醫療裝置問題,中度呼吸窘迫(<92%),2,2
P131206,P13一般和其他,P1312醫療裝置問題,意識程度改變(GCS9-13),2,2
P131207,P13一般和其他,P1312醫療裝置問題,年齡<3M，體溫>38℃或<36℃,2,2
P131208,P13一般和其他,P1312醫療裝置問題,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P131210,P13一般和其他,P1312醫療裝置問題,重度疼痛(8-10),2,2
P131211,P13一般和其他,P1312醫療裝置問題,輕度呼吸窘迫(92-94%),3,3
P131212,P13一般和其他,P1312醫療裝置問題,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P131213,P13一般和其他,P1312醫療裝置問題,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P131215,P13一般和其他,P1312醫療裝置問題,中度疼痛(4-7),3,3
P131216,P13一般和其他,P1312醫療裝置問題,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P131217,P13一般和其他,P1312醫療裝置問題,輕度疼痛(<4),4,4
P131218,P13一般和其他,P1312醫療裝置問題,醫療裝置問題(無其他症狀或窘迫徵象)，生命徵象正常，無發燒，無疼痛不適,4,4
P131401,P13一般和其他,P1314移除戒指,重度疼痛(8-10),2,2
P131402,P13一般和其他,P1314移除戒指,神經受損或肢體血管循環不佳徵象,2,2
P131403,P13一般和其他,P1314移除戒指,中度疼痛(4-7),3,3
P131404,P13一般和其他,P1314移除戒指,輕度疼痛(<4),4,4
P131405,P13一般和其他,P1314移除戒指,移除戒指，生命徵象正常，無發燒，無疼痛不適,5,5
P131501,P13一般和其他,P1315檢驗/檢查結果異常,重度呼吸窘迫(<90%),1,1
P131502,P13一般和其他,P1315檢驗/檢查結果異常,休克,1,1
P131503,P13一般和其他,P1315檢驗/檢查結果異常,無意識(GCS3-8),1,1
P131505,P13一般和其他,P1315檢驗/檢查結果異常,血行動力循環不足,2,2
P131506,P13一般和其他,P1315檢驗/檢查結果異常,意識程度改變(GCS9-13),2,2
P131507,P13一般和其他,P1315檢驗/檢查結果異常,年齡<3M，體溫>38℃或<36℃,2,2
P131509,P13一般和其他,P1315檢驗/檢查結果異常,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P131510,P13一般和其他,P1315檢驗/檢查結果異常,凝血異常-危及生命或肢體的出血,2,2
P131511,P13一般和其他,P1315檢驗/檢查結果異常,輕度呼吸窘迫(92-94%),3,3
P131512,P13一般和其他,P1315檢驗/檢查結果異常,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P131513,P13一般和其他,P1315檢驗/檢查結果異常,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P131514,P13一般和其他,P1315檢驗/檢查結果異常,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P131517,P13一般和其他,P1315檢驗/檢查結果異常,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P131518,P13一般和其他,P1315檢驗/檢查結果異常,檢驗數值/檢查結果異常，但無立即危險，生命徵象正常，無發燒，無疼痛不適,4,4
P131601,P13一般和其他,P1316手術後併發症,中度呼吸窘迫(<92%),2,2
P131603,P13一般和其他,P1316手術後併發症,意識程度改變(GCS9-13),2,2
P131605,P13一般和其他,P1316手術後併發症,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P131606,P13一般和其他,P1316手術後併發症,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P131607,P13一般和其他,P1316手術後併發症,重度疼痛(8-10),2,2
P131608,P13一般和其他,P1316手術後併發症,凝血異常-危及生命或肢體的出血,2,2
P131609,P13一般和其他,P1316手術後併發症,輕度呼吸窘迫(92-94%),3,3
P131611,P13一般和其他,P1316手術後併發症,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P131612,P13一般和其他,P1316手術後併發症,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P131613,P13一般和其他,P1316手術後併發症,中度疼痛(4-7),3,3
P131614,P13一般和其他,P1316手術後併發症,凝血異常-中度或輕度的出血,3,3
P131615,P13一般和其他,P1316手術後併發症,檢驗出現危險數值，生命徵象正常,3,3
P131617,P13一般和其他,P1316手術後併發症,輕度疼痛(<4),4,4
P131618,P13一般和其他,P1316手術後併發症,例行檢查，生命徵象正常，無發燒，無疼痛不適,5,5
P030608,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,輕度呼吸窘迫(92-94%),3,3
P030609,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P030610,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P030611,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P030612,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,中度疼痛(4-7),3,3
P030613,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,持續性嘔吐,3,3
P030614,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P030615,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,輕度疼痛(<4),4,4
P030616,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,鼠蹊部疼痛/腫塊，生命徵象正常，無發燒，無疼痛不適,5,5
P030701,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,重度呼吸窘迫(<90%),1,1
P030702,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,休克,1,1
P030703,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,無意識(GCS3-8),1,1
P030704,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,重度脫水,1,1
P030705,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,中度呼吸窘迫(<92%),2,2
P030707,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,意識程度改變(GCS9-13),2,2
P030708,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,年齡<3M，體溫>38℃或<36℃,2,2
P030801,P03腸胃系統,P0308血便/黑便,重度呼吸窘迫(<90%),1,1
P030710,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P030711,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,中度脫水,2,2
P030712,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,急性或明顯吐血/咖啡色嘔吐物,2,2
P030713,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,輕度呼吸窘迫(92-94%),3,3
P030715,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P030716,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P030718,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,持續且明顯嘔吐現象,3,3
P030719,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,間歇性的噁心/嘔吐或已緩解,4,4
P030721,P03腸胃系統,P0307噁心/嘔吐.*假如病人有凝血異常問題且有咖啡色嘔吐物的情形，請選擇P0312吐血,慢性噁心嘔吐，生命徵象正常，無發燒，無疼痛不適,5,5
P030802,P03腸胃系統,P0308血便/黑便,休克,1,1
P030803,P03腸胃系統,P0308血便/黑便,無意識(GCS3-8),1,1
P030804,P03腸胃系統,P0308血便/黑便,中度呼吸窘迫(<92%),2,2
P030805,P03腸胃系統,P0308血便/黑便,血行動力循環不足,2,2
P030806,P03腸胃系統,P0308血便/黑便,意識程度改變(GCS9-13),2,2
P030807,P03腸胃系統,P0308血便/黑便,年齡<3M，體溫>38℃或<36℃,2,2
P030808,P03腸胃系統,P0308血便/黑便,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P030809,P03腸胃系統,P0308血便/黑便,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P030810,P03腸胃系統,P0308血便/黑便,凝血異常-危及生命或肢體的出血,2,2
P030811,P03腸胃系統,P0308血便/黑便,大量血便/黑便,2,2
P030812,P03腸胃系統,P0308血便/黑便,輕度呼吸窘迫(92-94%),3,3
P030813,P03腸胃系統,P0308血便/黑便,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P030814,P03腸胃系統,P0308血便/黑便,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P030815,P03腸胃系統,P0308血便/黑便,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P030816,P03腸胃系統,P0308血便/黑便,凝血異常-中度或輕度的出血,3,3
P030817,P03腸胃系統,P0308血便/黑便,中量血便/黑便,3,3
P030818,P03腸胃系統,P0308血便/黑便,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P030819,P03腸胃系統,P0308血便/黑便,小量血便/黑便,4,4
P030901,P03腸胃系統,P0309黃疸,重度呼吸窘迫(<90%),1,1
P030902,P03腸胃系統,P0309黃疸,休克,1,1
P030903,P03腸胃系統,P0309黃疸,無意識(GCS3-8),1,1
P030904,P03腸胃系統,P0309黃疸,中度呼吸窘迫(<92%),2,2
P030905,P03腸胃系統,P0309黃疸,血行動力循環不足,2,2
P030906,P03腸胃系統,P0309黃疸,意識程度改變(GCS9-13),2,2
P030907,P03腸胃系統,P0309黃疸,年齡<3M，體溫>38℃或<36℃,2,2
P030908,P03腸胃系統,P0309黃疸,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P030909,P03腸胃系統,P0309黃疸,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P030910,P03腸胃系統,P0309黃疸,年齡不足三個月之黃疸,2,2
P030911,P03腸胃系統,P0309黃疸,輕度呼吸窘迫(92-94%),3,3
P030912,P03腸胃系統,P0309黃疸,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P030913,P03腸胃系統,P0309黃疸,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P030914,P03腸胃系統,P0309黃疸,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P030915,P03腸胃系統,P0309黃疸,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P030916,P03腸胃系統,P0309黃疸,黃疸相關症狀，生命徵象正常，無發燒，無疼痛不適,4,4
P031001,P03腸胃系統,P0310直腸內異物,中度呼吸窘迫(<92%),2,2
P031002,P03腸胃系統,P0310直腸內異物,血行動力循環不足,2,2
P031003,P03腸胃系統,P0310直腸內異物,意識程度改變(GCS9-13),2,2
P031004,P03腸胃系統,P0310直腸內異物,年齡<3M，體溫>38℃或<36℃,2,2
P031005,P03腸胃系統,P0310直腸內異物,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P031006,P03腸胃系統,P0310直腸內異物,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P031007,P03腸胃系統,P0310直腸內異物,重度疼痛(8-10),2,2
P031008,P03腸胃系統,P0310直腸內異物,輕度呼吸窘迫(92-94%),3,3
P031009,P03腸胃系統,P0310直腸內異物,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P031010,P03腸胃系統,P0310直腸內異物,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P031011,P03腸胃系統,P0310直腸內異物,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P031012,P03腸胃系統,P0310直腸內異物,中度疼痛(4-7),3,3
P050212,P05骨骼系統,P0502肢體疼痛,石膏緊密，伴隨神經受損或肢體血管循環不佳徵象,2,2
P050213,P05骨骼系統,P0502肢體疼痛,輕度呼吸窘迫(92-94%),3,3
P050215,P05骨骼系統,P0502肢體疼痛,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P050216,P05骨骼系統,P0502肢體疼痛,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P050217,P05骨骼系統,P0502肢體疼痛,中度疼痛(4-7),3,3
P050219,P05骨骼系統,P0502肢體疼痛,輕度疼痛(<4),4,4
P050220,P05骨骼系統,P0502肢體疼痛,石膏緊密，沒有神經受損或肢體血管循環不佳徵象,4,4
P050301,P05骨骼系統,P0503關節腫脹,中度呼吸窘迫(<92%),2,2
P050302,P05骨骼系統,P0503關節腫脹,血行動力循環不足,2,2
P050303,P05骨骼系統,P0503關節腫脹,意識程度改變(GCS9-13),2,2
P050304,P05骨骼系統,P0503關節腫脹,年齡<3M，體溫>38℃或<36℃,2,2
P050306,P05骨骼系統,P0503關節腫脹,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P050307,P05骨骼系統,P0503關節腫脹,重度疼痛(8-10),2,2
P050308,P05骨骼系統,P0503關節腫脹,輕度呼吸窘迫(92-94%),3,3
P050309,P05骨骼系統,P0503關節腫脹,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P050311,P05骨骼系統,P0503關節腫脹,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P050312,P05骨骼系統,P0503關節腫脹,中度疼痛(4-7),3,3
P050313,P05骨骼系統,P0503關節腫脹,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P050314,P05骨骼系統,P0503關節腫脹,輕度疼痛(<4),4,4
P060101,P06泌尿系統,P0601腰痛,重度呼吸窘迫(<90%),1,1
P060102,P06泌尿系統,P0601腰痛,休克,1,1
P060103,P06泌尿系統,P0601腰痛,無意識(GCS3-8),1,1
P060104,P06泌尿系統,P0601腰痛,中度呼吸窘迫(<92%),2,2
P060105,P06泌尿系統,P0601腰痛,血行動力循環不足,2,2
P060106,P06泌尿系統,P0601腰痛,意識程度改變(GCS9-13),2,2
P060107,P06泌尿系統,P0601腰痛,年齡<3M，體溫>38℃或<36℃,2,2
P060109,P06泌尿系統,P0601腰痛,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P060110,P06泌尿系統,P0601腰痛,重度疼痛(8-10),2,2
P060111,P06泌尿系統,P0601腰痛,輕度呼吸窘迫(92-94%),3,3
P060112,P06泌尿系統,P0601腰痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P060113,P06泌尿系統,P0601腰痛,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P060115,P06泌尿系統,P0601腰痛,中度疼痛(4-7),3,3
P060116,P06泌尿系統,P0601腰痛,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P060117,P06泌尿系統,P0601腰痛,輕度疼痛(<4),4,4
P060201,P06泌尿系統,P0602血尿,重度呼吸窘迫(<90%),1,1
P060202,P06泌尿系統,P0602血尿,休克,1,1
P060203,P06泌尿系統,P0602血尿,無意識(GCS3-8),1,1
P060205,P06泌尿系統,P0602血尿,血行動力循環不足,2,2
P060206,P06泌尿系統,P0602血尿,意識程度改變(GCS9-13),2,2
P060207,P06泌尿系統,P0602血尿,年齡<3M，體溫>38℃或<36℃,2,2
P060209,P06泌尿系統,P0602血尿,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P060210,P06泌尿系統,P0602血尿,重度疼痛(8-10),2,2
P060211,P06泌尿系統,P0602血尿,凝血異常-危及生命或肢體的出血,2,2
P060212,P06泌尿系統,P0602血尿,無法控制的出血,2,2
P060213,P06泌尿系統,P0602血尿,輕度呼吸窘迫(92-94%),3,3
P060214,P06泌尿系統,P0602血尿,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P060216,P06泌尿系統,P0602血尿,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P060217,P06泌尿系統,P0602血尿,中度疼痛(4-7),3,3
P060218,P06泌尿系統,P0602血尿,凝血異常-中度或輕度的出血,3,3
P060219,P06泌尿系統,P0602血尿,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P060221,P06泌尿系統,P0602血尿,血尿，生命徵象正常，無發燒，無疼痛不適,5,5
P060301,P06泌尿系統,P0603生殖器官分泌物/病變,重度疼痛(8-10),2,2
P060302,P06泌尿系統,P0603生殖器官分泌物/病變,輕度呼吸窘迫(92-94%),3,3
